Buildfile: /home/chamod/Softwares/wso2/wso2das-3.1.0/samples/cep/consumers/wso2-event-consumer/build.xml

init:

compile:
    [javac] /home/chamod/Softwares/wso2/wso2das-3.1.0/samples/cep/consumers/wso2-event-consumer/build.xml:87: warning: 'includeantruntime' was not set, defaulting to build.sysclasspath=last; set to false for repeatable builds
     [copy] Copying 1 file to /home/chamod/Softwares/wso2/wso2das-3.1.0/samples/cep/consumers/wso2-event-consumer/temp/classes

run:
     [echo] Configure optionally use -DelapsedCount=xxxx -Dprotocol='thrift/binary' -Dhost=xxxx -Dport=xxxx
     [echo]             -DcalcType='throughput/latency'
     [echo]         
     [java] Shutdown hook added.
     [java] PUNCTUATION SERVER started................
     [java] Unable to determine dialect of the StAX implementation at jar:file:/home/chamod/Softwares/wso2/wso2das-3.1.0/repository/components/plugins/axiom_1.2.11.wso2v11.jar!/
     [java] SLF4J: Class path contains multiple SLF4J bindings.
     [java] SLF4J: Found binding in [jar:file:/home/chamod/Softwares/wso2/wso2das-3.1.0/repository/components/plugins/slf4j.log4j12_1.7.13.jar!/org/slf4j/impl/StaticLoggerBinder.class]
     [java] SLF4J: Found binding in [jar:file:/home/chamod/Softwares/wso2/wso2das-3.1.0/repository/components/plugins/slf4j.log4j12_1.7.21.jar!/org/slf4j/impl/StaticLoggerBinder.class]
     [java] SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
     [java] Thrift Server started at localhost
     [java] Thrift SSL port : 7761
     [java] Thrift port : 7661
     [java] Test Server Started
     [java] user admin connected
     [java] Event: count : 0, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 17980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 18980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19580, lowHumidity : 49, highHumidity : 101
     [java] user admin disconnected
     [java] Event: count : 19600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 19980, lowHumidity : 49, highHumidity : 101
     [java] [DataBridge-Core-pool-1-thread-1] Received 100000 sensor events in 113925 milliseconds with total throughput of 877.77 events per second. Average delay is 2135.56
